Text,Label
"Tienes problemas para llevar a cabo las actividades cotidianas
Te aíslas de los demás y te apartas de las actividades sociales
Tienes depresión, tristeza profunda, sentimientos de culpa o autorreproches
Crees que hiciste algo mal o que podrías haber evitado la muerte
Sientes que no vale la pena vivir sin la persona querida
Deseas haber muerto junto con tu ser querido
Cuándo consultar al médico
Comunícate con un médico o un profesional de salud mental si sientes una aflicción intensa y tienes problemas para desenvolverte que no mejoran, al menos, un año después de la pérdida de tu ser querido.
Si tienes pensamientos suicidas
Por momentos, las personas que padecen duelo complicado pueden pensar en suicidarse. Si estás pensando en suicidarte, habla con alguien de confianza. Si crees que puedes actuar debido a sentimientos suicidas, llama al 911 o al número de servicios de emergencia local de inmediato. O llama a una línea directa para suicidas. En los Estados Unidos, llama a la Línea Nacional de Prevención del Suicidio al 1-800-273-TALK (1-800-273-8255) para ponerte en contacto con un consejero capacitado.",Duelo complicado
"Diarrea, que puede ser variar entre leve y líquida y grave con sangre
Calambres estomacales, dolor o sensibilidad en el estómago
Náuseas y vómitos en algunas personas
Cuándo debes consultar a un médico
Comunícate con el médico si la diarrea es persistente, intensa o sanguinolenta.",E. coli
"Una secreción blanca, gris o negra sucia en un pezón o en ambos
Sensibilidad en el pezón o en el tejido que rodea la mama (areola)
Enrojecimiento del pezón y del tejido areolar
Un nódulo mamario o un engrosamiento cerca del conducto obstruido
Un pezón hundido (invertido)
También se puede contraer una infección bacteriana denominada ""mastitis"" en el conducto galactóforo afectado, que produce sensibilidad en la mama, inflamación alrededor del pezón (areola) y fiebre.
Los signos y síntomas de la ectasia de los conductos mamarios pueden mejorar por sí solos.
Cuándo debes consultar a un médico
Solicita una cita con el médico si notas cambios en los senos (p. ej., un nuevo bulto en la mama, secreción espontánea del pezón, enrojecimiento o inflamación de la piel o un pezón invertido) que son persistentes o que te preocupan.",Ectasia de los conductos mamarios
"Aumento rápido del enrojecimiento en los ojos
Sensibilidad a la luz
Disminución de la visión
Estos son signos y síntomas de úlceras o exposición de la córnea, que puede dañarte la visión.",Ectropión
"Falta de aire
Dificultad para respirar
Dolor en el pecho
Estos pueden ser signos de edema pulmonar, que requiere tratamiento inmediato.
Si estuviste sentado por un período prolongado, como en un vuelo largo, y tienes hinchazón y dolor en una pierna que no desaparecen, llama al médico. El dolor y la hinchazón persistentes en la pierna pueden ser un signo de un coágulo de sangre profundo en las venas (trombosis venosa profunda).",Edema
"Falta de aire, especialmente si aparece de repente
Dificultad para respirar o sensación de sofocación (disnea)
Sonido similar a un burbujeo, silbido o jadeo cuando respiras
Esputo rosado y espumoso cuando toses
Dificultad para respirar junto con sudoración abundante
Tonalidad azul o gris en la piel
Desorientación
Significativa caída de la presión arterial que provoca aturdimiento, mareos, debilidad o sudoración
Un repentino empeoramiento de cualquiera de los síntomas asociados con el edema pulmonar
No intentes conducir tú mismo al hospital. En cambio, llama al 911 o al servicio de atención médica de emergencia y espera a que llegue la ayuda.",Edema pulmonar
"Está inquieto o da golpecitos con las manos o los pies, o se retuerce en el asiento
Le cuesta permanecer sentado en el aula o en otras situaciones
Está en constante movimiento
Va de un lado para otro o trepa en situaciones no apropiadas
Tiene problemas para jugar o realizar actividades tranquilas
Habla demasiado
Da respuestas apresuradas o interrumpe a quien le hace preguntas
Tiene dificultades para esperar su turno
Interrumpe conversaciones, juegos o actividades de otros, o se entromete en ellas
El comportamiento típico de desarrollo comparado con el TDAH
La mayoría de los niños sanos no prestan atención o son hiperactivos o impulsivos en un momento u otro. Es típico que los niños en edad preescolar tengan períodos de atención cortos y no puedan seguir con una actividad por mucho tiempo. Incluso en niños mayores y adolescentes, el período de atención a menudo depende del nivel de interés.
Lo mismo ocurre con la hiperactividad. Los niños pequeños son naturalmente activos; a menudo todavía están llenos de energía mucho después de haber agotado a sus padres. Además, algunos niños tienen naturalmente un nivel de actividad más alto que otros. Nunca se debe decir que un niño tiene TDAH solo porque es diferente a sus amigos o hermanos.
Los niños que tienen problemas en la escuela, pero se llevan bien en casa o con los amigos, probablemente tengan problemas con algo que no sea el TDAH. Lo mismo ocurre con los niños que son hiperactivos o que no prestan atención en casa, pero cuyas tareas escolares y amistades no se ven afectadas.
Cuándo consultar al médico
Si te preocupa que tu hijo muestre signos de TDAH, consulta con su pediatra o con el médico de familia. Es posible que el médico te derive a un especialista, como un pediatra del desarrollo y el comportamiento, un psicólogo, un psiquiatra o un neurólogo pediátrico, pero es importante que primero se realice una evaluación médica para detectar otras posibles causas de las dificultades de tu hijo.",El TDAH en niños
"Dolor abdominal o pélvico grave acompañado de sangrado vaginal
Aturdimiento extremo o desmayos
Dolor de hombro",Embarazo ectópico
"una afección que provoca presión arterial alta y la presencia de proteína en la orina después de 20 semanas de embarazo
Quistes ováricos
Anemia
Glándula tiroides hiperactiva (hipertiroidismo)",Embarazo molar
"Dificultad repentina para respirar
Exceso de líquido en los pulmones (edema pulmonar)
Presión arterial baja repentina
Falla repentina del corazón para bombear sangre de manera efectiva (colapso cardiovascular)
Problemas potencialmente mortales con la coagulación de la sangre (coagulopatía intravascular diseminada)
Sangrado del útero, incisión por cesárea o lugares de vías intravenosas (IV)
Estado mental alterado, como ansiedad o sensación de fatalidad
Escalofríos
Frecuencia cardíaca acelerada o alteraciones en el ritmo de la frecuencia cardíaca
Sufrimiento fetal, como una frecuencia cardíaca lenta u otras anomalías de la frecuencia cardíaca fetal
Convulsiones
Pérdida del conocimiento",Embolia amniótica
"Latidos del corazón rápidos o irregulares
Desvanecimientos o mareos
Exceso de sudoración
Fiebre
Dolor o hinchazón en la pierna, por lo general en la pantorrilla, a causa de una trombosis venosa profunda
Piel húmeda o descolorida (cianosis)
Cuándo debes consultar a un médico
La embolia pulmonar puede ser mortal. Busca atención médica urgente si experimentas una falta de aire inexplicable, dolor en el pecho o una tos que produce esputo con sangre.",Embolia pulmonar
"Estatura por debajo del tercer percentil en las tablas de crecimiento pediátricas estándares
Índice de crecimiento más lento que el previsto para la edad
Retraso en el desarrollo sexual o falta de desarrollo sexual durante la adolescencia
Cuándo debes consultar con un médico
Los signos y síntomas del enanismo desproporcionado generalmente se manifiestan en el nacimiento o durante los primeros años de la infancia. Es posible que el enanismo desproporcionado no se note inmediatamente. Consulta con el médico de tu hijo si tienes alguna inquietud sobre el crecimiento o desarrollo general de tu hijo.",Enanismo
"Protuberancia en los puntos blandos (fontanelas) del cráneo del bebé
Náuseas y vómitos
Rigidez corporal
Alimentación deficiente o no despertarse para alimentarse
Irritabilidad
Cuándo debes consultar a un médico
Obtén atención médica inmediata si tienes alguno de los síntomas más graves asociados con la encefalitis. Ante síntomas como dolor de cabeza intenso, fiebre y alteración del estado de conciencia, se requiere atención urgente.
Los bebés y niños pequeños que presenten algún signo o síntoma de encefalitis deben recibir atención médica de urgencia.",Encefalitis
"Pensamientos suicidas. La investigación muestra que las personas con encefalopatía traumática crónica pueden tener un alto riesgo de suicidio. Si piensas en lastimarte, llama al 911, a tu número local de emergencias o a la Red Nacional de Prevención del Suicidio al 800-273-TALK (800-273-8255).
Pensamientos suicidas.
encefalopatía traumática crónica
800-273-8255
Lesión en la cabeza. Consulta a tu médico si has tenido una lesión en la cabeza, incluso si no necesitaste atención médica de urgencia. Si tu hijo tuvo una lesión en la cabeza que te preocupa, llama al médico de inmediato. De acuerdo con los signos y síntomas, el médico podría sugerirte que busques atención médica inmediata.
Lesión en la cabeza.
Problemas de memoria. Consulta con el médico si estás preocupado por tu memoria o por otros problemas de pensamiento (cognitivos) o de conducta.
Problemas de memoria.
Cambios de humor o en la personalidad. Consulta con tu médico si te sientes deprimido, ansioso, agresivo o impulsivo.
Cambios de humor o en la personalidad.",Encefalopatía traumática crónica
"Fuga de heces o heces líquidas en la ropa interior, que pueden confundirse con diarrea
Estreñimiento con heces secas y duras
Eliminación de heces grandes que obstruyen o casi obstruyen el inodoro
No querer evacuar el intestino
Que transcurran largos períodos entre las evacuaciones
Falta de apetito
Dolor abdominal
Problemas con la continencia urinaria durante el día o mojar la coma (enuresis)
Cistitis reiterada, por lo general, en las niñas
Cuándo consultar con el médico
Llama al médico si tu hijo ya dejó los pañales y empieza a tener uno o más de los síntomas indicados anteriormente.
When to see a doctor
Call your doctor if your child is already toilet trained and starts experiencing one or more of the symptoms listed above.",Encopresis
"Escalofríos
Fiebre
Dolores de cabeza
Dolor articular
Falta de aire
Si recibes un tratamiento con antibióticos para la endocarditis, infórmale al médico si tienes diarrea, sarpullido, picazón o dolor en las articulaciones. Estos signos y síntomas pueden indicar que estás teniendo una reacción al antibiótico recetado.",Endocarditis
"Períodos dolorosos (dismenorrea). El dolor pélvico y los cólicos pueden comenzar antes y continuar durante varios días después de que comience el período menstrual. También puedes tener dolor en la región lumbar y en el abdomen.
Períodos dolorosos (dismenorrea).
Dolor al tener relaciones sexuales. El dolor durante las relaciones sexuales o después de estas es común con la endometriosis.
Dolor al tener relaciones sexuales.
Dolor al defecar o al orinar. Es más probable que tengas estos síntomas durante un período menstrual.
Dolor al defecar o al orinar.
Sangrado excesivo. Puedes tener períodos menstruales abundantes esporádicos o sangrado entre períodos (sangrado intermenstrual).
Sangrado excesivo.
Infertilidad. Algunas veces, la endometriosis se diagnostica primero en aquellas personas que buscan tratamiento para la infertilidad.
Infertilidad.
Otros signos y síntomas. Puedes presentar fatiga, diarrea, estreñimiento, hinchazón o náuseas, especialmente durante los períodos menstruales.
Otros signos y síntomas.
La intensidad del dolor no es necesariamente un indicador confiable de la extensión de la afección. Podrías tener endometriosis leve con dolor intenso o podrías tener endometriosis avanzada con poco o ningún dolor.
La endometriosis a veces se confunde con otras afecciones que pueden causar dolor pélvico, como la enfermedad inflamatoria pélvica (EIP) o los quistes ováricos. Puede confundirse con el síndrome de colon irritable, una afección que causa episodios de diarrea, estreñimiento y cólicos abdominales. El síndrome de colon irritable puede acompañar a la endometriosis, lo que puede complicar el diagnóstico.
Cuándo debes consultar con un médico
Si tienes signos y síntomas que pueden indicar endometriosis, consulta con tu médico.
La endometriosis puede ser una afección difícil de tratar. El control de los síntomas podría mejorar con un diagnóstico temprano, un equipo médico multidisciplinario y la comprensión del diagnóstico.",Endometriosis
"Eres mayor de 65 años.
Eres mayor de 50 años y tienes antecedentes de diabetes o tabaquismo.
Eres menor de 50 años, y tienes diabetes y otros factores de riesgo de enfermedad arterial periférica, como obesidad o presión arterial alta.",Enfermedad arterial periférica
"Dolor en el pecho
Falta de aire
Desmayo
Siempre se debe llamar al 911 o a la ayuda médica de emergencia si crees que estás teniendo un ataque cardíaco.
Las enfermedades cardíacas son más fáciles de tratar cuando se detectan temprano, por eso, habla con el médico acerca de tus inquietudes relacionadas con la salud de tu corazón. Si te preocupa padecer una enfermedad cardíaca, habla con tu médico sobre los pasos que puedes seguir para reducir el riesgo de enfermedades cardíacas. Esto es especialmente importante si tienes antecedentes familiares de enfermedades cardíacas.
Si crees que puedes tener una enfermedad cardíaca, según los signos o síntomas nuevos que estás teniendo, solicita una cita para ver a tu médico.",Enfermedad cardíaca
"Ritmo cardíaco anormal (arritmias)
Un color azulado en la piel, los labios y las uñas (cianosis)
Falta de aire
Cansancio rápido tras un esfuerzo
Hinchazón del tejido o los órganos del cuerpo (edema)
Cuándo debes consultar a un médico
Si tienes síntomas que te preocupan, como dolor en el pecho o falta de aire, solicita de inmediato atención médica de emergencia.
Si tienes signos o síntomas de enfermedad cardíaca congénita o si recibiste tratamiento por una anomalía cardíaca congénita durante la infancia, pide una cita con el médico.",Enfermedad cardíaca congénita en adultos
"Fiebre
Dificultad para alimentarse
Pereza y falta de energía (letargo)
Dificultad para respirar
Irritabilidad
Ictericia
Adultos
Muchos adultos pueden ser portadores del estreptococo del grupo B en el cuerpo, generalmente en el intestino, la vagina, el recto, la vejiga o la garganta, y no tienen signos ni síntomas.
Sin embargo, en algunos casos, el estreptococo del grupo B puede causar una infección del tracto urinario o infecciones más graves como infecciones de la sangre (bacteriemia) o neumonía.
Cuándo consultar con el médico
Si tienes signos o síntomas de infección por estreptococo del grupo B, particularmente si estás embarazada, tienes una afección médica crónica o eres mayor de 65 años, comunícate de inmediato con tu médico.
Si notas que tu bebé tiene signos o síntomas de la enfermedad por estreptococo del grupo B, comunícate inmediatamente con el médico de tu bebé.",Enfermedad causada por el estreptococo del grupo B
"Oscurecimiento en zonas de la piel (hiperpigmentación)
Fatiga intensa
Pérdida de peso involuntaria
Problemas gastrointestinales, como náuseas, vómitos y dolor abdominal
Aturdimiento o desmayos
Ansias de consumir sal
Dolores musculares o articulares",Enfermedad de Addison
"Depresión
Apatía
Aislamiento social
Cambios de humor.
Desconfianza en los demás
Irritabilidad y agresividad
Cambios en los patrones de sueño
Desorientación
Pérdida de la inhibición
Delirios, como creer que te robaron
Habilidades preservadas
Muchas habilidades importantes se preservan por largos períodos incluso mientras los síntomas empeoran. Las habilidades preservadas pueden incluir leer o escuchar libros, contar historias y recordar, cantar, escuchar música, bailar, dibujar o hacer manualidades.
Estas habilidades pueden preservarse por más tiempo porque las controla una parte del cerebro que se afecta más adelante en el curso de la enfermedad.
Cuándo debes consultar con un médico
Algunos trastornos, incluidos los trastornos tratables, pueden causar la pérdida de la memoria u otros síntomas de demencia. Si estás preocupado por tu memoria u otras habilidades de razonamiento, habla con el médico para que te realice una evaluación integral y un diagnóstico.
Si estás preocupado por las habilidades de razonamiento que observas en un familiar o amigo, habla acerca de tus preocupaciones y pídele que vayan juntos a una consulta con el médico.",Enfermedad de Alzheimer
"Boca. El signo más común de esta enfermedad es la presencia de llagas dolorosas en la boca similares a las aftas. Comienzan como lesiones bucales redondeadas y en relieve que rápidamente se transforman en úlceras dolorosas. Las llagas se curan en un lapso de una a tres semanas, aunque son recurrentes.
Boca.
Piel. Algunas personas presentan llagas parecidas al acné en el cuerpo. Otras tienen nódulos dolorosos, enrojecidos y en relieve en la piel, especialmente en la parte inferior de las piernas.
Piel.
Genitales. Pueden aparecer llagas, rojas y abiertas, en el escroto o la vulva. Las llagas suelen ser dolorosas y pueden dejar cicatrices.
Genitales.
Ojos. La inflamación en el ojo (uveítis) causa visión borrosa, enrojecimiento y dolor, normalmente en ambos ojos. En las personas con la enfermedad de Behcet, esta afección puede ser recurrente.
Ojos.
Articulaciones. En las personas con la enfermedad de Behcet, el dolor y la inflamación de las articulaciones a menudo afectan las rodillas. También puede afectar los tobillos, codos y muñecas. Los signos y síntomas pueden durar de una a tres semanas y desaparecer por sí solos.
Articulaciones.
Vasos sanguíneos. La inflamación de las venas y arterias puede causar enrojecimiento, dolor e hinchazón en los brazos y las piernas cuando se produce un coágulo de sangre. La inflamación en las arterias grandes puede producir complicaciones, como aneurismas y estrechamiento u obstrucción del vaso.
Vasos sanguíneos.
Aparato digestivo. Una variedad de signos y síntomas pueden afectar el aparato digestivo, incluyendo dolor abdominal, diarrea y sangrado.
Aparato digestivo.
Cerebro. La inflamación en el cerebro y el sistema nervioso puede causar dolor de cabeza, fiebre, desorientación, falta de equilibrio o accidente cerebrovascular.
Cerebro.
Cuándo debes consultar con un médico
Solicita una consulta con el médico si adviertes algún signo o síntoma inusual que podría indicar la enfermedad de Behcet. Si se te ha diagnosticado esta enfermedad, consulta con el médico si observas cualquier signo o síntoma nuevo.",Enfermedad de Behcet
"Hormigueo o entumecimiento en las manos o los pies.
Pies y manos pálidos, enrojecidos o azulados.
Dolor en las piernas y los pies o en los brazos y las manos que puede aparecer y desaparecer. Este dolor puede producirse cuando usas las manos o los pies y se alivia cuando dejas de hacer esa actividad (claudicación) o cuando estás en reposo.
Inflamación a lo largo de una vena justo por debajo de la superficie de la piel (debido a un coágulo sanguíneo en la vena).
Dedos de los pies y de las manos que se vuelven pálidos cuando se exponen al frío (fenómeno de Raynaud).
Llagas dolorosas en los dedos de las manos y de los pies.
Cuándo consultar al médico
Consulta con tu médico si crees que tienes signos y síntomas de la enfermedad de Buerger.",Enfermedad de Buerger
"Fiebre
Pérdida de peso involuntaria
Fatiga
Sudores nocturnos
Náuseas
Hígado o bazo agrandados
Los ganglios linfáticos agrandados asociados con la enfermedad multicéntrica de Castleman se encuentras más comúnmente en las zonas del cuello, la clavícula, la axila y la ingle.
Cuándo debes consultar con un médico
Si notas un ganglio linfático inflamado al costado del cuello o en las axilas, la clavícula o la zona de la ingle, habla con tu médico. Asimismo, comunícate con tu médico si tienes una sensación persistente de opresión en el pecho o el abdomen, fiebre, cansancio o pérdida de peso inexplicable.",Enfermedad de Castleman
"Latidos irregulares del corazón
Insuficiencia cardíaca
Paro cardíaco repentino
Dificultad para tragar debido al agrandamiento del esófago
Dolor estomacal o estreñimiento debido al agrandamiento del colon
Cuándo debes consultar a un médico
Consulta con tu médico si vives zona donde la enfermedad de Chagas está muy extendida, a viajaste a una de estas zonas, y tienes signos y síntomas de la afección. Los síntomas pueden incluir hinchazón en el sitio de la infección, fiebre, fatiga, dolores corporales, sarpullido y náuseas.",Enfermedad de Chagas
"Debilidad en las piernas, los tobillos y los pies
Pérdida de masa corporal en las piernas y los pies
Arcos de los pies elevados
Dedos doblados (dedos del pie en martillo)
Menor capacidad para correr
Dificultad para flexionar el talón (pie caído)
Marcha desgarbada o con las rodillas más altas de lo normal
Tropiezos o caídas frecuentes
Menor sensibilidad o pérdida de la sensibilidad en las piernas y los pies
A medida que la enfermedad Charcot-Marie-Tooth progresa, los síntomas pueden avanzar de los pies y las piernas a las manos y los brazos. La gravedad de los síntomas puede variar considerablemente de una persona a otra, incluso entre los miembros de una familia.",Enfermedad de Charcot-Marie-Tooth
"Cambios en la personalidad
Pérdida de memoria
Pensamiento alterado
Visión borrosa o ceguera
Insomnio
Descoordinación
Dificultad para hablar
Dificultad para tragar
Movimientos bruscos repentinos
A medida que la enfermedad avanza, los síntomas mentales empeoran. La mayoría de las personas finalmente entran en coma. Por lo general, la causa de la muerte, que generalmente ocurre dentro de un año, es insuficiencia cardíaca, insuficiencia pulmonar (respiratoria), neumonía u otras infecciones.
En las personas con una variante de la enfermedad de Creutzfeldt-Jakob menos frecuente, los síntomas psiquiátricos suelen ser más notables al principio. En muchos casos, las personas presentan demencia (pérdida de la capacidad de pensar, razonar y recordar) en etapas más avanzadas de la enfermedad. La enfermedad de Creutzfeldt-Jakob también afecta a personas más jóvenes y parece durar entre 12 a 14 meses.",Enfermedad de Creutzfeldt-Jakob
"Dolor abdominal
Presencia de sangre en las heces
Náuseas y vómitos
Episodios constantes de diarrea que no disminuyen con el consumo de medicamentos de venta libre
Fiebre sin causa aparente durante más de un día o dos
Pérdida de peso sin causa aparente",Enfermedad de Crohn
"Tejido cicatricial. El tejido cicatricial asociado con la enfermedad de La Peyronie (llamado placa, pero diferente de la placa que puede acumularse en los vasos sanguíneos) puede sentirse debajo de la piel del pene como bultos planos o una banda de tejido duro.
Tejido cicatricial.
Una curvatura significativa del pene. El pene puede curvarse hacia arriba, curvarse hacia abajo o doblarse hacia un lado.
Una curvatura significativa del pene.
Problemas de erección. La enfermedad de La Peyronie puede causar problemas para lograr o mantener una erección (disfunción eréctil). Sin embargo, a menudo los hombres informan disfunción eréctil antes del comienzo de los síntomas de la enfermedad de La Peyronie. 
Problemas de erección.
Acortamiento del pene. El pene podría acortarse como resultado de la enfermedad de La Peyronie.
Acortamiento del pene.
Dolor. Puedes sentir dolor en el pene, con o sin erección.
Dolor.
Otras deformidades del pene. En algunos hombres con enfermedad de La Peyronie, el pene erecto puede tener un estrechamiento, hendiduras o incluso una apariencia de reloj de arena, con una banda ajustada y angosta alrededor del cuerpo del pene.
Otras deformidades del pene.
La curvatura y el acortamiento del pene asociados con la enfermedad de La Peyronie podrían empeorar progresivamente. Sin embargo, en algún momento la afección se estabiliza, generalmente después de tres a 12 meses, aproximadamente.
El dolor durante las erecciones suele mejorar en uno o dos años, pero el tejido cicatricial, el acortamiento del pene y la curvatura a menudo permanecen. En algunos hombres, tanto la curvatura como el dolor asociados con la enfermedad de La Peyronie mejoran sin tratamiento.
Cuándo consultar al médico
Visita a tu médico tan pronto como sea posible después de que notes signos o síntomas de la enfermedad de Peyronie. El tratamiento temprano te da la mejor oportunidad de mejorar la afección o de evitar que empeore. Si has tenido la afección durante algún tiempo, es posible que desees ver a un médico si el dolor, la curvatura, la longitud u otras deformidades te molestan a ti o a tu pareja.",Enfermedad de De la Peyronie
"Problemas abdominales. Dado que el tamaño del hígado y, en especial, del bazo puede aumentar drásticamente, el abdomen puede distenderse y causar dolor.
Problemas abdominales.
Anomalías esqueléticas. La enfermedad de Gaucher puede debilitar los huesos y aumentar el riesgo de tener fracturas dolorosas. También puede interferir en la irrigación sanguínea hacia los huesos, lo cual puede causar la pérdida de partes del hueso.
Anomalías esqueléticas.
Trastornos de la sangre. Una disminución en los glóbulos rojos sanos (anemia) puede provocar cansancio intenso. La enfermedad de Gaucher también afecta las células responsables de la coagulación, lo cual puede provocar la rápida formación de hematomas y sangrado nasal.
Trastornos de la sangre.
Más raramente, la enfermedad de Gaucher afecta al cerebro, lo que puede causar movimientos anormales de los ojos, rigidez muscular, dificultades para tragar y convulsiones. Un subtipo raro de la enfermedad de Gaucher comienza en la infancia y suele provocar la muerte a los dos años.
Cuándo debes consultar a un médico
Si tú o tu hijo tienen los signos y síntomas asociados con la enfermedad de Gaucher, pide una cita con el médico.",Enfermedad de Gaucher
"Ojos saltones
Sensación de arena en los ojos
Presión o dolor en los ojos
Párpados hinchados o retraídos
Ojos enrojecidos o inflamados
Sensibilidad a la luz
Visión doble
Pérdida de la visión
Dermopatía de Graves
Una manifestación poco frecuente de la enfermedad de Graves, denominada dermopatía de Graves, es el enrojecimiento y engrosamiento de la piel, más a menudo en las espinillas o la parte superior de los pies.
Cuándo debes consultar a un médico
Varias afecciones pueden causar los signos y síntomas asociados con la enfermedad de Graves. Consulta con el médico si experimentas algún problema posiblemente relacionado con la enfermedad de Graves para obtener un diagnóstico rápido y preciso.
Busca atención de emergencia si estás experimentando signos y síntomas relacionados con el corazón, como latidos del corazón rápidos o irregulares, o si manifiestas pérdida de la visión.",Enfermedad de Graves
"Te has sometido a una cirugía de tiroides
Has recibido tratamiento con yodo radiactivo o medicamentos antitiroideos
Has recibido radioterapia en la cabeza, el cuello o la parte superior del pecho
Si tienes el colesterol alto en la sangre, habla con tu médico acerca de si el hipotiroidismo puede ser una causa.
Y si estás recibiendo terapia hormonal para el hipotiroidismo causado por la enfermedad de Hashimoto, programa visitas de seguimiento con la frecuencia que tu médico te recomiende. Es importante asegurarte de que estás recibiendo la dosis correcta de medicamento. Con el tiempo, la dosis que necesitas para reemplazar adecuadamente tu función tiroidea puede cambiar.",Enfermedad de Hashimoto
"Abdomen hinchado
Estreñimiento crónico
Gases
Problemas de crecimiento
Fatiga",Enfermedad de Hirschsprung
"Cambios en la conducta
Dificultad para prestar atención
Disminución rápida y significativa del desempeño escolar general
Problemas de conducta
Cambios físicos
Músculos contraídos y rígidos que afectan la marcha (especialmente en los niños pequeños)
Temblores o movimientos involuntarios leves
Caídas frecuentes o torpeza
Convulsiones
Cuándo debes consultar a un médico
Consulta con el médico si observas cambios en tus movimientos, estado emocional o capacidad mental. Los signos y síntomas de la enfermedad de Huntington pueden deberse a varias enfermedades diferentes. Por lo tanto, es importante obtener un diagnóstico completo y rápido.",Enfermedad de Huntington
"Enrojecimiento en ambos ojos
Lengua muy enrojecida e hinchada
Enrojecimiento de las palmas de las manos o de las plantas de los pies
Descamación de la piel
Erupción cutánea
Ganglios linfáticos inflamados
El tratamiento de la enfermedad de Kawasaki dentro de los 10 días posteriores a su comienzo puede reducir en gran medida las probabilidades de daño duradero.",Enfermedad de Kawasaki
"Pérdida progresiva de la visión
Dificultad para caminar (ataxia)
Deterioro de las habilidades de pensamiento
Pérdida de destreza manual
Debilidad muscular
Por lo general, cuanto más temprano se presenta la enfermedad de Krabbe, más rápido evoluciona y más probable es que cause la muerte.
Algunas personas diagnosticadas durante la adolescencia o la edad adulta pueden tener síntomas menos graves, con debilidad muscular como afección primaria. Es posible que no presenten ningún deterioro de sus habilidades de pensamiento.
Cuándo debes consultar a un médico
Los signos y síntomas tempranos de la enfermedad de Krabbe en la infancia pueden indicar una serie de enfermedades o problemas de desarrollo. Por lo tanto, es importante obtener un diagnóstico preciso e inmediato si tu hijo tiene cualquier signo o síntoma de la enfermedad.
Los signos y síntomas asociados con mayor frecuencia a niños mayores y adultos tampoco son específicos de la enfermedad de Krabbe y requieren un diagnóstico oportuno.",Enfermedad de Krabbe
"Sonido cardiaco anómalo (soplo cardiaco) que se escucha a través de un estetoscopio
Falta de aire, particularmente cuando has estado muy activo o cuando te acuestas
Mareos
Desmayo
Dolor u opresión en el pecho
Ritmo cardiaco irregular
Fatiga después de estar activo o tener menos capacidad para estar activo
No comer lo suficiente (principalmente en niños con estenosis de la válvula aórtica)
No subir lo suficiente de peso (principalmente en niños con estenosis de la válvula aórtica)
Cuándo debes consultar a un médico
Si tienes un soplo cardíaco, el médico puede recomendarte que visites a un cardiólogo o que te hagas una prueba llamada ecocardiograma (ecografía del corazón). Si tienes algún síntoma que pueda sugerir una enfermedad de la válvula aórtica, consulta al médico.",Enfermedad de la válvula aórtica
"Sonido cardíaco anómalo (soplo cardíaco) que se escucha a través de un estetoscopio
Fatiga
Falta de aire, particularmente cuando has estado muy activo o cuando te acuestas
Ritmo cardiaco irregular
Cuándo debes consultar a un médico
Si tienes un soplo cardíaco, el médico puede recomendarte que visites a un cardiólogo. Si desarrollas algún síntoma que pueda sugerir una enfermedad de la válvula mitral, consulta al médico.",Enfermedad de la válvula mitral
"Entumecimiento o debilidad repentinos en el rostro o en las extremidades, por lo general, en un solo lado del cuerpo
Entumecimiento o debilidad repentinos
Dificultades repentinas para hablar y para comprender
Dificultades repentinas para hablar
Dificultades repentinas para ver con un ojo o con ambos
Dificultades repentinas para ver
Mareos repentinos o pérdida del equilibrio
Mareos repentinos
Dolor de cabeza intenso y repentino sin causa conocida
Dolor de cabeza intenso y repentino
Cuándo consultar al médico
Busca atención de urgencia si experimentas algún signo o síntoma de accidente cerebrovascular. Incluso si duran poco tiempo y después te sientes bien, consulta al médico de inmediato. Es probable que hayas sufrido un accidente isquémico transitorio, signo importante que indica que estás en riesgo de tener un accidente cerebrovascular total.
Si tienes factores de riesgo de tener la enfermedad de las arterias carótidas, consulta a tu médico. Incluso si no manifiestas signos ni síntomas, tu médico puede recomendarte un tratamiento agresivo de los factores de riesgo para protegerte de un accidente cerebrovascular. Ir a una consulta médica con antelación aumenta tus probabilidades de detectar la enfermedad de la arteria carótida y de tratarla antes de que se produzca un accidente cerebrovascular incapacitante.",Enfermedad de las arterias carótidas
